39245,41117,43139,2.5005e+08,5.0005e+08,7.5005e+08,1.0001e+09,1.2501e+09,1.5001e+09,1.7501e+09,2.0001e+09,2.2501e+09,2.5001e+09,2.7501e+09,3.0001e+09,3.2501e+09,3.5001e+09,3.7501e+09,4.0001e+09,4.2741e+09,4.7741e+09,5.2741e+09,5.7741e+09
40121,41961,44034,46286,2.5005e+08,5.0005e+08,7.5005e+08,1.0001e+09,1.2501e+09,1.5001e+09,1.7501e+09,2.0001e+09,2.2501e+09,2.5001e+09,2.7501e+09,3.0001e+09,3.2501e+09,3.5001e+09,3.7501e+09,4.0241e+09,4.5241e+09,5.0241e+09,5.5241e+09
40058,41780,43691,45846,47491,2.5005e+08,5.0005e+08,7.5005e+08,1.0001e+09,1.2501e+09,1.5001e+09,1.7501e+09,2.0001e+09,2.2501e+09,2.5001e+09,2.7501e+09,3.0001e+09,3.2501e+09,3.5001e+09,3.7741e+09,4.2741e+09,4.7741e+09,5.2741e+09
41031,42821,44793,46961,48236,50057,2.5005e+08,5.0005e+08,7.5005e+08,1.0001e+09,1.2501e+09,1.5001e+09,1.7501e+09,2.0001e+09,2.2501e+09,2.5001e+09,2.7501e+09,3.0001e+09,3.2501e+09,3.5241e+09,4.0241e+09,4.5241e+09,5.0241e+09
41296,42985,44923,47012,48676,50170,53131,2.5005e+08,5.0006e+08,7.5006e+08,1.0001e+09,1.2501e+09,1.5001e+09,1.7501e+09,2.0001e+09,2.2501e+09,2.5001e+09,2.7501e+09,3.0001e+09,3.2741e+09,3.7741e+09,4.2741e+09,4.7741e+09
41632,43306,45215,47239,49210,51048,53619,55121,2.5006e+08,5.0006e+08,7.5006e+08,1.0001e+09,1.2501e+09,1.5001e+09,1.7501e+09,2.0001e+09,2.2501e+09,2.5001e+09,2.7501e+09,3.0241e+09,3.5241e+09,4.0241e+09,4.5241e+09
42595,44345,46331,48454,49791,51312,53939,55263,57511,2.5006e+08,5.0006e+08,7.5006e+08,1.0001e+09,1.2501e+09,1.5001e+09,1.7501e+09,2.0001e+09,2.2501e+09,2.5001e+09,2.7741e+09,3.2741e+09,3.7741e+09,4.2741e+09
42905,44630,46550,48641,49781,52216,54780,56011,57999,60575,2.5006e+08,5.0007e+08,7.5007e+08,1.0001e+09,1.2501e+09,1.5001e+09,1.7501e+09,2.0001e+09,2.2501e+09,2.5241e+09,3.0241e+09,3.5241e+09,4.0241e+09
43282,44954,46864,48978,50980,53127,52356,53972,58554,61113,62804,2.5007e+08,5.0007e+08,7.5007e+08,1.0001e+09,1.2501e+09,1.5001e+09,1.7501e+09,2.0001e+09,2.2741e+09,2.7741e+09,3.2741e+09,3.7741e+09
43838,45540,47424,49536,51610,53787,55124,57284,59029,61643,63476,65651,2.5007e+08,5.0007e+08,7.5007e+08,1.0001e+09,1.2501e+09,1.5001e+09,1.7501e+09,2.0241e+09,2.5241e+09,3.0241e+09,3.5241e+09
44567,46302,48264,50390,52208,53885,55685,57341,59571,61725,63925,66269,67685,2.5008e+08,5.0007e+08,7.5007e+08,1.0001e+09,1.2501e+09,1.5001e+09,1.7741e+09,2.2741e+09,2.7741e+09,3.2741e+09
45109,46873,48828,50995,52505,53970,56166,57848,60363,62784,64582,66887,68164,70235,2.5007e+08,5.0007e+08,7.5008e+08,1.0001e+09,1.2501e+09,1.5241e+09,2.0241e+09,2.5241e+09,3.0241e+09
45511,47230,49229,51333,53428,52114,56669,58652,60698,62920,65920,67847,68731,70819,72893,2.5008e+08,5.0008e+08,7.5008e+08,1.0001e+09,1.2741e+09,1.7741e+09,2.2741e+09,2.7741e+09
46747,48556,50640,52908,53820,55058,57230,59063,61508,63478,66199,68321,79156,71329,73541,75791,2.5008e+08,5.0008e+08,7.5008e+08,1.0241e+09,1.5241e+09,2.0241e+09,2.5241e+09
46850,48619,50630,52840,54248,55866,57776,59502,61840,64019,66469,67734,79800,71902,74140,76402,78721,2.5008e+08,5.0008e+08,7.7411e+08,1.2741e+09,1.7741e+09,2.2741e+09
47290,49017,50984,53187,52374,56169,58270,60339,62433,64863,67085,68772,70393,72471,74749,77055,79408,80610,2.5008e+08,5.241e+08,1.0241e+09,1.5241e+09,2.0241e+09
47876,49643,51641,53813,55104,53613,58823,60700,63014,65315,67656,68893,70946,73109,75310,77619,80001,81197,83345,2.741e+08,7.741e+08,1.2741e+09,1.7741e+09
48623,50408,52460,54652,55573,57448,59382,61471,63637,66349,67382,79309,71479,73678,75959,78291,80722,81712,83933,2.41e+07,5.241e+08,1.0241e+09,1.5241e+09
49056,50834,52854,53486,56115,58234,59766,62563,64622,67329,67876,79908,71955,74211,76500,78944,81364,82269,99870,2.4101e+07,2.741e+08,7.7411e+08,1.2741e+09
50009,51880,53927,55245,51813,58770,60298,62595,64835,67292,68380,70459,72547,74800,77120,79512,80737,82892,85052,2.4102e+07,2.741e+08,5.2411e+08,1.0241e+09
50329,52083,54142,55394,57141,59034,61009,63063,65296,67781,68873,70980,73098,75411,77726,80159,81343,83492,85637,2.4102e+07,2.7412e+08,5.2411e+08,7.7411e+08
